,name,films,Photo
408,Cary Elwes,Saw,"https://m.media-amazon.com/images/M/MV5BOTUxNzY3NTAxNF5BMl5BanBnXkFtZTgwNjU4MDU0NzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
409,Winston Duke,Black Panther,"https://m.media-amazon.com/images/M/MV5BODgzMTk5MTEyOV5BMl5BanBnXkFtZTgwOTQyNzE2NzM@._V1_UX140_CR0,0,140,209_AL_.jpg"
410,Matt Damon,Good Will Hunting,"https://m.media-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
411,Monica Bellucci,Malèna,"https://m.media-amazon.com/images/M/MV5BMTI2MzM5Njk1OF5BMl5BanBnXkFtZTYwMjA5OTgz._V1_UY209_CR3,0,140,209_AL_.jpg"
412,Mila Kunis,Black Swan,"https://m.media-amazon.com/images/M/MV5BODQyNTQyNzY4MV5BMl5BanBnXkFtZTcwODg5MDA3MQ@@._V1_UY209_CR17,0,140,209_AL_.jpg"
413,Reese Witherspoon,Wild,"https://m.media-amazon.com/images/M/MV5BYTdlMzNkODUtZTA2My00NzJhLTkwMjAtMzk4MWQ0MDQzMGNiXkEyXkFqcGdeQXVyNDY1Njg3OA@@._V1_UY209_CR34,0,140,209_AL_.jpg"
414,Tatiana Maslany,Perry Mason,"https://m.media-amazon.com/images/M/MV5BNzg5NjE4NDgzMl5BMl5BanBnXkFtZTgwNzk5OTQwMjE@._V1_UY209_CR87,0,140,209_AL_.jpg"
415,AnnaSophia Robb,Bridge to Terabithia,"https://m.media-amazon.com/images/M/MV5BMjA0ODUwYWQtOTlkZC00Mzk0LWE2ZDUtNzMyYWYzYjhjNWFiXkEyXkFqcGdeQXVyNjQ3NDAwOTA@._V1_UX140_CR0,0,140,209_AL_.jpg"
416,Ariel Winter,Sofia the First,"https://m.media-amazon.com/images/M/MV5BNmJjZTQ1MGEtZWQ4MS00NzBlLWI1NWQtMzUyOTA3NGM4MDAzXkEyXkFqcGdeQXVyNDUyOTE0NzQ@._V1_UY209_CR25,0,140,209_AL_.jpg"
417,Deborah Ann Woll,True Blood,"https://m.media-amazon.com/images/M/MV5BMjE2NjA4NzYyMV5BMl5BanBnXkFtZTcwODEwNjQyMw@@._V1_UY209_CR18,0,140,209_AL_.jpg"
418,Eve Best,The King's Speech,"https://m.media-amazon.com/images/M/MV5BMTM1OTY4OTU0Ml5BMl5BanBnXkFtZTYwMzI0MDQ0._V1_UY209_CR0,0,140,209_AL_.jpg"
419,Bobby Cannavale,The Station Agent,"https://m.media-amazon.com/images/M/MV5BMTU0NzM3MzQ4Ml5BMl5BanBnXkFtZTgwOTg2MjY4ODE@._V1_UY209_CR115,0,140,209_AL_.jpg"
420,Michael Parks,Red State,"https://m.media-amazon.com/images/M/MV5BNTlmM2YzYjAtOTY3Mi00NGRjLTgxZTAtZTg4MzUwNmZhODQwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UX140_CR0,0,140,209_AL_.jpg"
421,Anna Kendrick,Up in the Air,"https://m.media-amazon.com/images/M/MV5BMjIzOTA0OTQyN15BMl5BanBnXkFtZTcwMjE1OTIwMw@@._V1_UY209_CR4,0,140,209_AL_.jpg"
422,Kurt Russell,The Hateful Eight,"https://m.media-amazon.com/images/M/MV5BMTk3MjkxNzQwMV5BMl5BanBnXkFtZTYwNDk4ODM1._V1_UY209_CR0,0,140,209_AL_.jpg"
423,Keke Palmer,Nope,"https://m.media-amazon.com/images/M/MV5BM2YzYjcwMWQtMWRiNi00NDVhLTk1MDktYmE1ZGI2OGYwMjdiXkEyXkFqcGdeQXVyMTMxMTU5NTU@._V1_UY209_CR14,0,140,209_AL_.jpg"
424,Mary Elizabeth Winstead,10 Cloverfield Lane,"https://m.media-amazon.com/images/M/MV5BMGNhZDVjM2MtMGQ2Mi00ZjRmLWJkZDUtYmMzOWZjMWFmNGUxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR2,0,140,209_AL_.jpg"
425,Christina Hendricks,Ginger & Rosa,"https://m.media-amazon.com/images/M/MV5BMjA5Njg3NDkxNV5BMl5BanBnXkFtZTgwNDczMTgyODE@._V1_UY209_CR8,0,140,209_AL_.jpg"
426,Frances Conroy,Joker,"https://m.media-amazon.com/images/M/MV5BMTM4OTIzMTg5MF5BMl5BanBnXkFtZTYwNjA5OTIz._V1_UY209_CR1,0,140,209_AL_.jpg"
427,Alison Brie,GLOW,"https://m.media-amazon.com/images/M/MV5BMjJkNDg5ZDctM2RlZS00NjFmLTkxZjktMWE5NGQzMDg4NDFhXkEyXkFqcGdeQXVyMTMwMDM1OTQ@._V1_UY209_CR6,0,140,209_AL_.jpg"
428,Salma Hayek,Frida,"https://m.media-amazon.com/images/M/MV5BMzkyMTk2NzM2Ml5BMl5BanBnXkFtZTcwNDQ4MjYzMg@@._V1_UY209_CR4,0,140,209_AL_.jpg"
429,Nicole Kidman,Moulin Rouge!,"https://m.media-amazon.com/images/M/MV5BMTk1MjM5NDg4MF5BMl5BanBnXkFtZTcwNDg1OTQ4Nw@@._V1_UY209_CR7,0,140,209_AL_.jpg"
430,Rosamund Pike,Gone Girl,"https://m.media-amazon.com/images/M/MV5BNDQ5MDIyMjg3NV5BMl5BanBnXkFtZTgwOTU2NTE0NDM@._V1_UX140_CR0,0,140,209_AL_.jpg"
431,Julia Stiles,10 Things I Hate About You,"https://m.media-amazon.com/images/M/MV5BMTgxNjUxNDk3MF5BMl5BanBnXkFtZTcwMzM0NjA0NA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
432,Margaret Qualley,Once Upon a Time in Hollywood,"https://m.media-amazon.com/images/M/MV5BYWZmMDFlMDYtYzk3My00YTg1LTllZWUtYzY2Y2QyNjk2NTZmXkEyXkFqcGdeQXVyMzcxMTAwMDM@._V1_UY209_CR52,0,140,209_AL_.jpg"
433,Shantel VanSanten,Shooter,"https://m.media-amazon.com/images/M/MV5BNTQxNWNiNzgtYjAzNy00MmM3LTgzNTUtYWE2NTMxOWQ0MTBlXkEyXkFqcGdeQXVyMTQxMTcxNzc@._V1_UX140_CR0,0,140,209_AL_.jpg"
434,Kate Beckinsale,Underworld: Evolution,"https://m.media-amazon.com/images/M/MV5BMTM3MzY2MDYwOF5BMl5BanBnXkFtZTcwODQ3MDA0Nw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
435,Liam Hemsworth,The Hunger Games,"https://m.media-amazon.com/images/M/MV5BMTQ5ODI0MDc4M15BMl5BanBnXkFtZTgwNTM5MDk3MTE@._V1_UX140_CR0,0,140,209_AL_.jpg"
436,Matilda Lawler,Station Eleven,"https://m.media-amazon.com/images/M/MV5BMjY4NTQyZmEtNzc4OC00MzU1LTg2MWEtYjU0ODliZDRjNDljXkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX140_CR0,0,140,209_AL_.jpg"
437,Elizabeth Olsen,Martha Marcy May Marlene,"https://m.media-amazon.com/images/M/MV5BMjEzMjA0ODk1OF5BMl5BanBnXkFtZTcwMTA4ODM3OQ@@._V1_UY209_CR4,0,140,209_AL_.jpg"
438,A.J. Cook,Criminal Minds,"https://m.media-amazon.com/images/M/MV5BOTVlOGMxOWQtNmM4Mi00MzBiLWExYmQtYTBiNjk4MTNhNmFkXkEyXkFqcGdeQXVyMTQzNzIxMDI@._V1_UY209_CR89,0,140,209_AL_.jpg"
439,Noah Centineo,To All the Boys I've Loved Before,"https://m.media-amazon.com/images/M/MV5BMTZlZGY4ODMtNDcwYy00N2I1LWE0ZDktYzcyOWU3Nzg1MjNkXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
440,Angelina Jolie,"Girl, Interrupted","https://m.media-amazon.com/images/M/MV5BODg3MzYwMjE4N15BMl5BanBnXkFtZTcwMjU5NzAzNw@@._V1_UY209_CR15,0,140,209_AL_.jpg"
441,David Strathairn,"Good Night, and Good Luck.","https://m.media-amazon.com/images/M/MV5BY2UwYzhkNDYtYmJhZS00NzkyLWJiODgtY2U2ZWUwODhjMjJlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
442,Emily Ratajkowski,We Are Your Friends,"https://m.media-amazon.com/images/M/MV5BNjgzNDIxNTA1M15BMl5BanBnXkFtZTgwOTU5NzE0MDI@._V1_UY209_CR13,0,140,209_AL_.jpg"
443,Ellen Latzen,Fatal Attraction,"https://m.media-amazon.com/images/M/MV5BMWY3MzkwNmYtZTBiMS00MmQ2LWFhMjYtZTY3ZTM1ZDMwYWY2XkEyXkFqcGdeQXVyMTk4MzE2Mw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
444,Maria Bakalova,Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,"https://m.media-amazon.com/images/M/MV5BNmI4NDg4N2QtYjcxOC00NWIyLTk5MWItZGViMTA0YWQ1MjM4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR15,0,140,209_AL_.jpg"
445,R.D. Robb,A Christmas Story,"https://m.media-amazon.com/images/M/MV5BMTUwNTIwMjMwMV5BMl5BanBnXkFtZTcwMDAyOTYxOA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
446,Michiel Huisman,The Age of Adaline,"https://m.media-amazon.com/images/M/MV5BODQzMDdlOTgtNGU2Yy00NWNhLWJkYmQtM2QzNmEwMDYwNzMxXkEyXkFqcGdeQXVyMjAwMDkyMDI@._V1_UY209_CR13,0,140,209_AL_.jpg"
447,Elliot Page,Juno,"https://m.media-amazon.com/images/M/MV5BNmNhZmFjM2ItNTlkNi00ZTQ4LTk3NzYtYTgwNTJiMTg4OWQzXkEyXkFqcGdeQXVyMTM1MjAxMDc3._V1_UY209_CR9,0,140,209_AL_.jpg"
448,Mike White,School of Rock,"https://m.media-amazon.com/images/M/MV5BMTk1ODQ4Nzk5N15BMl5BanBnXkFtZTcwNDAwMTYyMg@@._V1_UX140_CR0,0,140,209_AL_.jpg"
449,Mark Rylance,Bridge of Spies,"https://m.media-amazon.com/images/M/MV5BMTA1MDY3MTc2OTReQTJeQWpwZ15BbWU3MDc2MTU1NzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
450,Isabela Merced,Transformers: The Last Knight,"https://m.media-amazon.com/images/M/MV5BMTY0MTg4MzQ2Ml5BMl5BanBnXkFtZTgwNzM1NjkwNjM@._V1_UX140_CR0,0,140,209_AL_.jpg"
451,Ashley Greene,Twilight,"https://m.media-amazon.com/images/M/MV5BYWMzN2Q3OTYtNjZmMi00ODRjLTg3NjgtOTk2M2M4NDQ5NzgzXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_UY209_CR8,0,140,209_AL_.jpg"
452,Michelle Yeoh,Wo hu cang long,"https://m.media-amazon.com/images/M/MV5BMTg0NTI0NDkzOF5BMl5BanBnXkFtZTcwMjYwMTIwNw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
453,Ewan Mitchell,High Life,"https://m.media-amazon.com/images/M/MV5BMjA0MTc2NDUtNjFiMi00ODJjLWI1NzctYWYwMzMyZGE4ZmU2XkEyXkFqcGdeQXVyMTExMTc3NzU5._V1_UX140_CR0,0,140,209_AL_.jpg"
454,Sadie Sink,Stranger Things,"https://m.media-amazon.com/images/M/MV5BYTUwZDRmNWUtMDUxMS00NTY1LWJjYTAtNjgyNTllNzZjMDFlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
455,Rachel Weisz,The Constant Gardener,"https://m.media-amazon.com/images/M/MV5BMTQ4MzM1MDAwMV5BMl5BanBnXkFtZTcwNTU4NzQwMw@@._V1_UY209_CR3,0,140,209_AL_.jpg"
456,Robin Weigert,Deadwood,"https://m.media-amazon.com/images/M/MV5BMTI1MjYwMzg0NV5BMl5BanBnXkFtZTcwMzY1OTkyMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
457,Kathryn Hahn,Afternoon Delight,"https://m.media-amazon.com/images/M/MV5BMjE1OTcxNDczMl5BMl5BanBnXkFtZTcwMDA1NDcyMQ@@._V1_UY209_CR10,0,140,209_AL_.jpg"
458,Jessica Raine,An Adventure in Space and Time,"https://m.media-amazon.com/images/M/MV5BMTcyNjI2NzkzM15BMl5BanBnXkFtZTgwNDY0MzI3MTE@._V1_UY209_CR69,0,140,209_AL_.jpg"
459,Stephanie Hsu,The Marvelous Mrs. Maisel,"https://m.media-amazon.com/images/M/MV5BNmMxMjI0ZGItYThmMi00YTM0LTg5M2QtNTQxOTdmM2I5NDg3XkEyXkFqcGdeQXVyNTU0MjY5MjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
460,Jodie Comer,The Last Duel,"https://m.media-amazon.com/images/M/MV5BZmViMjQxYTUtZDExNy00NjU1LWI4MmEtY2RhODRkMzNkODM1XkEyXkFqcGdeQXVyNjkwNzEwMzY@._V1_UY209_CR37,0,140,209_AL_.jpg"
461,Amber Heard,Aquaman,"https://m.media-amazon.com/images/M/MV5BMjA4NDkyODA3M15BMl5BanBnXkFtZTgwMzUzMjYzNzM@._V1_UY209_CR34,0,140,209_AL_.jpg"
462,Luca Guadagnino,Call Me by Your Name,"https://m.media-amazon.com/images/M/MV5BNjE5MzI5NTcyN15BMl5BanBnXkFtZTcwNDc4MDg1Mw@@._V1_UY209_CR10,0,140,209_AL_.jpg"
463,Fiona Shaw,Harry Potter and the Deathly Hallows: Part 1,"https://m.media-amazon.com/images/M/MV5BMjA0OTE5OTU2MV5BMl5BanBnXkFtZTcwNTk3NTc1NA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
464,Pedro Pascal,The Mandalorian,"https://m.media-amazon.com/images/M/MV5BYzQ5Yzg1NzktMDcxNC00ZDc1LWJlMjEtNTg2ZjRlOTk4ZDNjXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR4,0,140,209_AL_.jpg"
465,Eddie Redmayne,Les Misérables,"https://m.media-amazon.com/images/M/MV5BMTU0MjEyNzQyM15BMl5BanBnXkFtZTcwMTc4ODUxOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
466,Elisabeth Moss,The Invisible Man,"https://m.media-amazon.com/images/M/MV5BNTMwMDg1MDkyNV5BMl5BanBnXkFtZTcwNzEwMzg1Nw@@._V1_UY209_CR87,0,140,209_AL_.jpg"
467,Chad Michael Murray,One Tree Hill,"https://m.media-amazon.com/images/M/MV5BM2M1NzEyNjItYWVhYS00ZGJkLTgxMDctY2RlZGE0Yjg0ZWIyXkEyXkFqcGdeQXVyMjQ0NDAxNDc@._V1_UY209_CR13,0,140,209_AL_.jpg"
468,Felicity Jones,Rogue One,"https://m.media-amazon.com/images/M/MV5BMjA0MTIwMzIyN15BMl5BanBnXkFtZTgwNDEyMzg1NDE@._V1_UX140_CR0,0,140,209_AL_.jpg"
469,Shaun Dooley,The Awakening,"https://m.media-amazon.com/images/M/MV5BMTQ5NjU2MDA4Ml5BMl5BanBnXkFtZTgwNjAzNzY5MjE@._V1_UY209_CR86,0,140,209_AL_.jpg"
470,Jesse Eisenberg,The Social Network,"https://m.media-amazon.com/images/M/MV5BNTE3MzQzODE3OV5BMl5BanBnXkFtZTcwMDE0ODY1NA@@._V1_UY209_CR3,0,140,209_AL_.jpg"
471,Wes Anderson,Fantastic Mr. Fox,"https://m.media-amazon.com/images/M/MV5BMTY1MjgzODIwNF5BMl5BanBnXkFtZTcwNTM2NzExMw@@._V1_UY209_CR7,0,140,209_AL_.jpg"
472,Kíla Lord Cassidy,The Wonder,"https://m.media-amazon.com/images/M/MV5BNGIwZTViYWItMGEyNy00MjRjLTliYmMtMTJiYjY0OTM3ZDIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR87,0,140,209_AL_.jpg"
473,Pierce Brosnan,The World Is Not Enough,"https://m.media-amazon.com/images/M/MV5BMTMwMjMxNzM4OV5BMl5BanBnXkFtZTcwNDM5NzkxMw@@._V1_UY209_CR6,0,140,209_AL_.jpg"
474,Kal Penn,Harold & Kumar Go to White Castle,"https://m.media-amazon.com/images/M/MV5BMTQ4NjM4NzczNF5BMl5BanBnXkFtZTcwNDc2NjAwNw@@._V1_UY209_CR6,0,140,209_AL_.jpg"
475,Ashley Johnson,The Avengers,"https://m.media-amazon.com/images/M/MV5BOTk5Njc3NzgxOV5BMl5BanBnXkFtZTgwMzgyMjIzNzE@._V1_UY209_CR86,0,140,209_AL_.jpg"
476,Britt Robertson,Tomorrowland,"https://m.media-amazon.com/images/M/MV5BMzM3NjAyNTQxOF5BMl5BanBnXkFtZTgwMDU2NDQ1ODE@._V1_UX140_CR0,0,140,209_AL_.jpg"
477,Annabelle Wallis,The Mummy,"https://m.media-amazon.com/images/M/MV5BMjA2MjU2NjE1OV5BMl5BanBnXkFtZTgwNTMyMTAzMjI@._V1_UY209_CR92,0,140,209_AL_.jpg"
478,Mina Sundwall,Lost in Space,"https://m.media-amazon.com/images/M/MV5BZjA0ZGNhMzYtY2U2OC00NTkxLWE2ZjQtMjQ2YmVlOWY5YjkyXkEyXkFqcGdeQXVyMzI5OTgyOTQ@._V1_UY209_CR29,0,140,209_AL_.jpg"
479,Dove Cameron,Schmigadoon!,"https://m.media-amazon.com/images/M/MV5BY2YxZGE3YmYtZTllZC00NDRlLTg0ZDAtNmY2NTAyZjY4ZTQ3XkEyXkFqcGdeQXVyMTQ5NDEyNDg1._V1_UY209_CR2,0,140,209_AL_.jpg"
480,Margo Stilley,9 Songs,"https://m.media-amazon.com/images/M/MV5BNmQ1YmU0ZGMtMzVlNy00MzQxLWEzYTEtNmY1NjE3OWI2NWE1XkEyXkFqcGdeQXVyMTA0MzA3MTk1._V1_UX140_CR0,0,140,209_AL_.jpg"
481,Jeff Bridges,The Big Lebowski,"https://m.media-amazon.com/images/M/MV5BNTU1NjM4MDYzMl5BMl5BanBnXkFtZTcwMjIwMjMyMw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
482,Emma Roberts,We're the Millers,"https://m.media-amazon.com/images/M/MV5BMGU2ODg5YTYtMjY5My00NjE3LTk4NDMtY2FjM2ZmNjk0ZTBhXkEyXkFqcGdeQXVyMTIxMTA0Ng@@._V1_UY209_CR16,0,140,209_AL_.jpg"
483,Ann-Margret,Made in Paris,"https://m.media-amazon.com/images/M/MV5BMTcxMzM1NjMyN15BMl5BanBnXkFtZTYwODg1OTQ2._V1_UY209_CR13,0,140,209_AL_.jpg"
484,John Krasinski,Jack Ryan,"https://m.media-amazon.com/images/M/MV5BMTc3MzY3MjQ3OV5BMl5BanBnXkFtZTcwODI3NjQxMw@@._V1_UY209_CR5,0,140,209_AL_.jpg"
485,Fiona Vroom,Power Rangers,"https://m.media-amazon.com/images/M/MV5BOTI0YjdjZTAtNzEwMC00NjQxLTgwZTEtZjYyNTc2NjFkNWFiXkEyXkFqcGdeQXVyNDY1OTk2ODM@._V1_UX140_CR0,0,140,209_AL_.jpg"
486,Robin Williams,Mrs. Doubtfire,"https://m.media-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1_UX140_CR0,0,140,209_AL_.jpg"
487,Hayley Atwell,Captain America: The First Avenger,"https://m.media-amazon.com/images/M/MV5BZmRhZWVjZWMtMzUwZi00OTI3LThiMzAtY2VmMjU5YjQ0YjVjXkEyXkFqcGdeQXVyODMzMTM1MDc@._V1_UY209_CR11,0,140,209_AL_.jpg"
488,Alexis Bledel,Gilmore Girls,"https://m.media-amazon.com/images/M/MV5BMTc4NTg4ODU0Ml5BMl5BanBnXkFtZTgwOTA1MjUwNDE@._V1_UY209_CR8,0,140,209_AL_.jpg"
489,Giancarlo Esposito,Breaking Bad,"https://m.media-amazon.com/images/M/MV5BMjEyODM1NjI0OF5BMl5BanBnXkFtZTcwMTE0OTA1Mg@@._V1_UY209_CR3,0,140,209_AL_.jpg"
490,Matthew Goode,Stoker,"https://m.media-amazon.com/images/M/MV5BMTY5MDI4NzkxOV5BMl5BanBnXkFtZTgwNzc2MzU0MzE@._V1_UX140_CR0,0,140,209_AL_.jpg"
491,Nazanin Boniadi,Hotel Mumbai,"https://m.media-amazon.com/images/M/MV5BMTYyMDQ3NjI3MV5BMl5BanBnXkFtZTgwOTA5MTA5NjE@._V1_UY209_CR10,0,140,209_AL_.jpg"
492,Jacki Weaver,Silver Linings Playbook,"https://m.media-amazon.com/images/M/MV5BNDYyOTg4NjkxN15BMl5BanBnXkFtZTcwMjA4NDU5OA@@._V1_UX140_CR0,0,140,209_AL_.jpg"
493,Kaley Cuoco,The Big Bang Theory,"https://m.media-amazon.com/images/M/MV5BMjYyYmNlZTMtM2RlZC00YTlhLTk5YzItZTQ4OTA3Y2FkNzFlXkEyXkFqcGdeQXVyOTAzMjY1OTY@._V1_UY209_CR8,0,140,209_AL_.jpg"
494,Hassie Harrison,Yellowstone,"https://m.media-amazon.com/images/M/MV5BMjg4ZmM3NWQtZWFkYS00ZmQ1LTgzMGItNTZkNTYyYTIyNzlhXkEyXkFqcGdeQXVyODgxNTU5NzA@._V1_UY209_CR8,0,140,209_AL_.jpg"
495,Brandon Scott,Dead to Me,"https://m.media-amazon.com/images/M/MV5BNTA3NDRmM2QtOGMzZC00OWRiLWEyM2YtZWM2ZGYxNjRhYWRmXkEyXkFqcGdeQXVyMTYwNzE4MjQ@._V1_UY209_CR83,0,140,209_AL_.jpg"
496,John Leguizamo,Moulin Rouge!,"https://m.media-amazon.com/images/M/MV5BNTEyMjMxNDg5NF5BMl5BanBnXkFtZTcwNzczOTY4MQ@@._V1_UY209_CR15,0,140,209_AL_.jpg"
497,Adam Devine,Pitch Perfect,"https://m.media-amazon.com/images/M/MV5BMTU2MzI2NTc5NF5BMl5BanBnXkFtZTgwMzkzNTY4NjE@._V1_UX140_CR0,0,140,209_AL_.jpg"
498,Brie Larson,Room,"https://m.media-amazon.com/images/M/MV5BNDE4ZWY1ZTUtYjNhMy00MTQyLWFmMjktNTkyYTFjOGRlNDk0XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UY209_CR13,0,140,209_AL_.jpg"
499,Amy Smart,Rat Race,"https://m.media-amazon.com/images/M/MV5BMTY2Njc4NDA2N15BMl5BanBnXkFtZTcwOTQ1NDUwMw@@._V1_UY209_CR18,0,140,209_AL_.jpg"
500,Jewel Staite,Firefly,"https://m.media-amazon.com/images/M/MV5BY2U3NWY4MjUtNTA3Zi00Nzg5LThkNzEtZWUzZDFkNTJiZGE0XkEyXkFqcGdeQXVyNDYwNjM2OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
501,Mabel Cadena,Black Panther: Wakanda Forever,"https://m.media-amazon.com/images/M/MV5BNTYwYWI2N2YtMTI5MS00NWE2LTk4ZGEtNzJhYjFkYWFmNzgyXkEyXkFqcGdeQXVyMjA0MDAwNDY@._V1_UY209_CR90,0,140,209_AL_.jpg"
502,Cailey Fleming,Star Wars: Episode VII - The Force Awakens,"https://m.media-amazon.com/images/M/MV5BYjMzNjg1NGUtNDA3Yy00ZjM5LWI4NDEtYjMwNWFhNWRjNWFiXkEyXkFqcGdeQXVyNjE3NzYwMTc@._V1_UY209_CR29,0,140,209_AL_.jpg"
503,Rian Johnson,Knives Out,"https://m.media-amazon.com/images/M/MV5BMjA3MTQwNjYyM15BMl5BanBnXkFtZTcwNTI5ODUwNQ@@._V1_UY209_CR2,0,140,209_AL_.jpg"
504,Adrianne Palicki,G.I. Joe: Retaliation,"https://m.media-amazon.com/images/M/MV5BMTQ4MjM4OTA2OF5BMl5BanBnXkFtZTcwNDM3NzIzOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
505,April Bowlby,The Slammin' Salmon,"https://m.media-amazon.com/images/M/MV5BZTgyNzY5YzgtMjNmOS00ZWMzLWE4ZGMtOWM4ODUzYjM2YzQzL2ltYWdlXkEyXkFqcGdeQXVyOTgzNjIwMQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
506,Willem Dafoe,Spider-Man,"https://m.media-amazon.com/images/M/MV5BOWU4MTI2OTctODQ1ZS00MGM1LWJkM2EtODE3MGNkNmIyZDEwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR13,0,140,209_AL_.jpg"
507,Dakota Johnson,Fifty Shades of Grey,"https://m.media-amazon.com/images/M/MV5BODE1ODE5MzY5M15BMl5BanBnXkFtZTgwNDg1NDA4NTM@._V1_UY209_CR34,0,140,209_AL_.jpg"
508,Logan Lerman,The Perks of Being a Wallflower,"https://m.media-amazon.com/images/M/MV5BODcyMTE4MTU0Ml5BMl5BanBnXkFtZTgwMjg2ODE5MDI@._V1_UY209_CR87,0,140,209_AL_.jpg"
509,Daniel Kaluuya,Get Out,"https://m.media-amazon.com/images/M/MV5BOTk1MzgzOTg5OV5BMl5BanBnXkFtZTcwNDQ4NjMxOA@@._V1_UY209_CR1,0,140,209_AL_.jpg"
510,Jon Bernthal,The Wolf of Wall Street,"https://m.media-amazon.com/images/M/MV5BMTcwNzA5MDg0OV5BMl5BanBnXkFtZTcwMTU2NjE0Nw@@._V1_UY209_CR6,0,140,209_AL_.jpg"
511,Christine Baranski,Mamma Mia!,"https://m.media-amazon.com/images/M/MV5BMTUwMTYwMDUyM15BMl5BanBnXkFtZTcwNTk1MzQxMw@@._V1_UY209_CR8,0,140,209_AL_.jpg"
512,Zach Gilford,The Purge: Anarchy,"https://m.media-amazon.com/images/M/MV5BMTg1MDc0NjQyMV5BMl5BanBnXkFtZTgwNTkyMTIzMDE@._V1_UY209_CR27,0,140,209_AL_.jpg"
513,Brooke Shields,The Blue Lagoon,"https://m.media-amazon.com/images/M/MV5BMzE4ODM2MzY5OV5BMl5BanBnXkFtZTcwNTE5MTU5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
514,Dave Bautista,Guardians of the Galaxy,"https://m.media-amazon.com/images/M/MV5BNTZkYzU0ZGUtZTk1MC00MzJjLWFmMzItY2M0ODY1ZmI2OGQ0XkEyXkFqcGdeQXVyMjI0MjgwNjc@._V1_UY209_CR116,0,140,209_AL_.jpg"
515,Monica Barbaro,Top Gun: Maverick,"https://m.media-amazon.com/images/M/MV5BNjUwNzU5ZDktMDAzMy00NjExLWEwMzgtY2MxNjM2MTM0ODczXkEyXkFqcGdeQXVyMTI2Nzk2ODk3._V1_UX140_CR0,0,140,209_AL_.jpg"
516,Matthew Perry,Friends,"https://m.media-amazon.com/images/M/MV5BMTMwODc5NjI3N15BMl5BanBnXkFtZTcwNDEyMTE3Mw@@._V1_UY209_CR12,0,140,209_AL_.jpg"
517,Haley Bennett,The Magnificent Seven,"https://m.media-amazon.com/images/M/MV5BZWEyOTUzNzgtZmQ2My00NTg4LTgyNGYtNzQ5MGYwMjY3OGM1XkEyXkFqcGdeQXVyNjA0OTkxNjQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
518,Luna Blaise,Manifest,"https://m.media-amazon.com/images/M/MV5BZDNlYWQyYzMtMWYxOS00ZDVlLWFmZGMtOTE5Y2Y0YzJjNTg1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR41,0,140,209_AL_.jpg"
519,Nathaniel Curtis,It's a Sin,"https://m.media-amazon.com/images/M/MV5BZjNjNWJiMzgtYjM5Zi00MDkzLWEwMzAtMDk5ZGYxOTg4ZjRhXkEyXkFqcGdeQXVyNjk3MTI2NA@@._V1_UY209_CR13,0,140,209_AL_.jpg"
